date_sk,date,start_of_year,start_of_quarter,start_of_month,load_date
1128,2015-02-01,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1129,2015-02-02,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1130,2015-02-03,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1131,2015-02-04,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1132,2015-02-05,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1133,2015-02-06,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1134,2015-02-07,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1135,2015-02-08,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1136,2015-02-09,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1137,2015-02-10,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1138,2015-02-11,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1139,2015-02-12,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1140,2015-02-13,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1141,2015-02-14,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1142,2015-02-15,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1143,2015-02-16,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1144,2015-02-17,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1145,2015-02-18,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1146,2015-02-19,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1147,2015-02-20,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1148,2015-02-21,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1149,2015-02-22,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1150,2015-02-23,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1151,2015-02-24,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1152,2015-02-25,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1153,2015-02-26,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1154,2015-02-27,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1155,2015-02-28,2015-01-01,2015-01-01,2015-02-01,2026-04-04
1156,2015-03-01,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1157,2015-03-02,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1158,2015-03-03,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1159,2015-03-04,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1160,2015-03-05,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1161,2015-03-06,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1162,2015-03-07,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1163,2015-03-08,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1164,2015-03-09,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1165,2015-03-10,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1166,2015-03-11,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1167,2015-03-12,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1168,2015-03-13,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1169,2015-03-14,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1170,2015-03-15,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1171,2015-03-16,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1172,2015-03-17,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1173,2015-03-18,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1174,2015-03-19,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1175,2015-03-20,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1176,2015-03-21,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1177,2015-03-22,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1178,2015-03-23,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1179,2015-03-24,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1180,2015-03-25,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1181,2015-03-26,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1182,2015-03-27,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1183,2015-03-28,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1184,2015-03-29,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1185,2015-03-30,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1186,2015-03-31,2015-01-01,2015-01-01,2015-03-01,2026-04-04
1187,2015-04-01,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1188,2015-04-02,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1189,2015-04-03,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1190,2015-04-04,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1191,2015-04-05,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1192,2015-04-06,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1193,2015-04-07,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1194,2015-04-08,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1195,2015-04-09,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1196,2015-04-10,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1197,2015-04-11,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1198,2015-04-12,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1199,2015-04-13,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1200,2015-04-14,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1201,2015-04-15,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1202,2015-04-16,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1203,2015-04-17,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1204,2015-04-18,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1205,2015-04-19,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1206,2015-04-20,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1207,2015-04-21,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1208,2015-04-22,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1209,2015-04-23,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1210,2015-04-24,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1211,2015-04-25,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1212,2015-04-26,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1213,2015-04-27,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1214,2015-04-28,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1215,2015-04-29,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1216,2015-04-30,2015-01-01,2015-04-01,2015-04-01,2026-04-04
1217,2015-05-01,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1218,2015-05-02,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1219,2015-05-03,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1220,2015-05-04,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1221,2015-05-05,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1222,2015-05-06,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1223,2015-05-07,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1224,2015-05-08,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1225,2015-05-09,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1226,2015-05-10,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1227,2015-05-11,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1228,2015-05-12,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1229,2015-05-13,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1230,2015-05-14,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1231,2015-05-15,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1232,2015-05-16,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1233,2015-05-17,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1234,2015-05-18,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1235,2015-05-19,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1236,2015-05-20,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1237,2015-05-21,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1238,2015-05-22,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1239,2015-05-23,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1240,2015-05-24,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1241,2015-05-25,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1242,2015-05-26,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1243,2015-05-27,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1244,2015-05-28,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1245,2015-05-29,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1246,2015-05-30,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1247,2015-05-31,2015-01-01,2015-04-01,2015-05-01,2026-04-04
1248,2015-06-01,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1249,2015-06-02,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1250,2015-06-03,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1251,2015-06-04,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1252,2015-06-05,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1253,2015-06-06,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1254,2015-06-07,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1255,2015-06-08,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1256,2015-06-09,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1257,2015-06-10,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1258,2015-06-11,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1259,2015-06-12,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1260,2015-06-13,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1261,2015-06-14,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1262,2015-06-15,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1263,2015-06-16,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1264,2015-06-17,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1265,2015-06-18,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1266,2015-06-19,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1267,2015-06-20,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1268,2015-06-21,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1269,2015-06-22,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1270,2015-06-23,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1271,2015-06-24,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1272,2015-06-25,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1273,2015-06-26,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1274,2015-06-27,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1275,2015-06-28,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1276,2015-06-29,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1277,2015-06-30,2015-01-01,2015-04-01,2015-06-01,2026-04-04
1278,2015-07-01,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1279,2015-07-02,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1280,2015-07-03,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1281,2015-07-04,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1282,2015-07-05,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1283,2015-07-06,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1284,2015-07-07,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1285,2015-07-08,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1286,2015-07-09,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1287,2015-07-10,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1288,2015-07-11,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1289,2015-07-12,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1290,2015-07-13,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1291,2015-07-14,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1292,2015-07-15,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1293,2015-07-16,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1294,2015-07-17,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1295,2015-07-18,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1296,2015-07-19,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1297,2015-07-20,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1298,2015-07-21,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1299,2015-07-22,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1300,2015-07-23,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1301,2015-07-24,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1302,2015-07-25,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1303,2015-07-26,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1304,2015-07-27,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1305,2015-07-28,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1306,2015-07-29,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1307,2015-07-30,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1308,2015-07-31,2015-01-01,2015-07-01,2015-07-01,2026-04-04
1309,2015-08-01,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1310,2015-08-02,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1311,2015-08-03,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1312,2015-08-04,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1313,2015-08-05,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1314,2015-08-06,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1315,2015-08-07,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1316,2015-08-08,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1317,2015-08-09,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1318,2015-08-10,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1319,2015-08-11,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1320,2015-08-12,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1321,2015-08-13,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1322,2015-08-14,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1323,2015-08-15,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1324,2015-08-16,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1325,2015-08-17,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1326,2015-08-18,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1327,2015-08-19,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1328,2015-08-20,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1329,2015-08-21,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1330,2015-08-22,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1331,2015-08-23,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1332,2015-08-24,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1333,2015-08-25,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1334,2015-08-26,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1335,2015-08-27,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1336,2015-08-28,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1337,2015-08-29,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1338,2015-08-30,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1339,2015-08-31,2015-01-01,2015-07-01,2015-08-01,2026-04-04
1340,2015-09-01,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1341,2015-09-02,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1342,2015-09-03,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1343,2015-09-04,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1344,2015-09-05,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1345,2015-09-06,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1346,2015-09-07,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1347,2015-09-08,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1348,2015-09-09,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1349,2015-09-10,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1350,2015-09-11,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1351,2015-09-12,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1352,2015-09-13,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1353,2015-09-14,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1354,2015-09-15,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1355,2015-09-16,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1356,2015-09-17,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1357,2015-09-18,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1358,2015-09-19,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1359,2015-09-20,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1360,2015-09-21,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1361,2015-09-22,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1362,2015-09-23,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1363,2015-09-24,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1364,2015-09-25,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1365,2015-09-26,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1366,2015-09-27,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1367,2015-09-28,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1368,2015-09-29,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1369,2015-09-30,2015-01-01,2015-07-01,2015-09-01,2026-04-04
1370,2015-10-01,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1371,2015-10-02,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1372,2015-10-03,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1373,2015-10-04,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1374,2015-10-05,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1375,2015-10-06,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1376,2015-10-07,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1377,2015-10-08,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1378,2015-10-09,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1379,2015-10-10,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1380,2015-10-11,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1381,2015-10-12,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1382,2015-10-13,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1383,2015-10-14,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1384,2015-10-15,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1385,2015-10-16,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1386,2015-10-17,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1387,2015-10-18,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1388,2015-10-19,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1389,2015-10-20,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1390,2015-10-21,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1391,2015-10-22,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1392,2015-10-23,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1393,2015-10-24,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1394,2015-10-25,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1395,2015-10-26,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1396,2015-10-27,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1397,2015-10-28,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1398,2015-10-29,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1399,2015-10-30,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1400,2015-10-31,2015-01-01,2015-10-01,2015-10-01,2026-04-04
1401,2015-11-01,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1402,2015-11-02,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1403,2015-11-03,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1404,2015-11-04,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1405,2015-11-05,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1406,2015-11-06,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1407,2015-11-07,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1408,2015-11-08,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1409,2015-11-09,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1410,2015-11-10,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1411,2015-11-11,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1412,2015-11-12,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1413,2015-11-13,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1414,2015-11-14,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1415,2015-11-15,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1416,2015-11-16,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1417,2015-11-17,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1418,2015-11-18,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1419,2015-11-19,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1420,2015-11-20,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1421,2015-11-21,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1422,2015-11-22,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1423,2015-11-23,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1424,2015-11-24,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1425,2015-11-25,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1426,2015-11-26,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1427,2015-11-27,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1428,2015-11-28,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1429,2015-11-29,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1430,2015-11-30,2015-01-01,2015-10-01,2015-11-01,2026-04-04
1431,2015-12-01,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1432,2015-12-02,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1433,2015-12-03,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1434,2015-12-04,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1435,2015-12-05,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1436,2015-12-06,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1437,2015-12-07,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1438,2015-12-08,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1439,2015-12-09,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1440,2015-12-10,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1441,2015-12-11,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1442,2015-12-12,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1443,2015-12-13,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1444,2015-12-14,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1445,2015-12-15,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1446,2015-12-16,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1447,2015-12-17,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1448,2015-12-18,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1449,2015-12-19,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1450,2015-12-20,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1451,2015-12-21,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1452,2015-12-22,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1453,2015-12-23,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1454,2015-12-24,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1455,2015-12-25,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1456,2015-12-26,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1457,2015-12-27,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1458,2015-12-28,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1459,2015-12-29,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1460,2015-12-30,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1461,2015-12-31,2015-01-01,2015-10-01,2015-12-01,2026-04-04
1462,2016-01-01,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1463,2016-01-02,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1464,2016-01-03,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1465,2016-01-04,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1466,2016-01-05,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1467,2016-01-06,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1468,2016-01-07,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1469,2016-01-08,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1470,2016-01-09,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1471,2016-01-10,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1472,2016-01-11,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1473,2016-01-12,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1474,2016-01-13,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1475,2016-01-14,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1476,2016-01-15,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1477,2016-01-16,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1478,2016-01-17,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1479,2016-01-18,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1480,2016-01-19,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1481,2016-01-20,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1482,2016-01-21,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1483,2016-01-22,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1484,2016-01-23,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1485,2016-01-24,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1486,2016-01-25,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1487,2016-01-26,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1488,2016-01-27,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1489,2016-01-28,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1490,2016-01-29,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1491,2016-01-30,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1492,2016-01-31,2016-01-01,2016-01-01,2016-01-01,2026-04-04
1493,2016-02-01,2016-01-01,2016-01-01,2016-02-01,2026-04-04
1494,2016-02-02,2016-01-01,2016-01-01,2016-02-01,2026-04-04
